time_min,pH_meas,pH_pred,pH_pred_minus_2σ,pH_pred_plus_2σ,RNA,RNA_minus_2σ,RNA_plus_2σ,PPi,PPi_minus_2σ,PPi_plus_2σ,Pi,Pi_minus_2σ,Pi_plus_2σ,ATP_tot,ATP_tot_minus_2σ,ATP_tot_plus_2σ,CTP_tot,CTP_tot_minus_2σ,CTP_tot_plus_2σ,GTP_tot,GTP_tot_minus_2σ,GTP_tot_plus_2σ,UTP_tot,UTP_tot_minus_2σ,UTP_tot_plus_2σ,H_tot,H_tot_minus_2σ,H_tot_plus_2σ,Mg_tot,Mg_tot_minus_2σ,Mg_tot_plus_2σ,DNA_tot,DNA_tot_minus_2σ,DNA_tot_plus_2σ,T7_tot,T7_tot_minus_2σ,T7_tot_plus_2σ,PPi_solid,PPi_solid_minus_2σ,PPi_solid_plus_2σ,dsRNA,dsRNA_minus_2σ,dsRNA_plus_2σ,HEPES_tot,HEPES_tot_minus_2σ,HEPES_tot_plus_2σ,Acetate_tot,Acetate_tot_minus_2σ,Acetate_tot_plus_2σ,Spd_tot,Spd_tot_minus_2σ,Spd_tot_plus_2σ,H_free,H_free_minus_2σ,H_free_plus_2σ,Mg_free,Mg_free_minus_2σ,Mg_free_plus_2σ,MgATP,MgATP_minus_2σ,MgATP_plus_2σ,MgCTP,MgCTP_minus_2σ,MgCTP_plus_2σ,MgGTP,MgGTP_minus_2σ,MgGTP_plus_2σ,MgUTP,MgUTP_minus_2σ,MgUTP_plus_2σ,HEP_base,HEP_base_minus_2σ,HEP_base_plus_2σ,H_HEP_acid,H_HEP_acid_minus_2σ,H_HEP_acid_plus_2σ,Acetate_base,Acetate_base_minus_2σ,Acetate_base_plus_2σ,Acetic_acid,Acetic_acid_minus_2σ,Acetic_acid_plus_2σ
0.0,6.59,6.669306292838454,6.669306292838454,6.669306292838454,0.0,-4.472135954999579e-06,4.472135954999579e-06,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,10.015985961597394,9.815985997124516,10.215985926070273,10.015985961597394,9.815985997124516,10.215985926070273,10.015985961597394,9.815985997124516,10.215985926070273,10.015985961597394,9.815985997124516,10.215985926070273,0.048797447283918376,0.047823056169496836,0.049771838398339915,0.04206714103900059,0.0412271411882145,0.04290714088978668,50.07992980829541,49.079929985931024,51.0799296306598,246.49341451529557,241.57141538961804,251.4154136409731,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.050079929808073326,0.04907992998570894,0.05107992963043771,0.04206714103900059,0.0412271411882145,0.04290714088978668,0.0,-4.472135954999579e-07,4.472135954999579e-07,2.1413798274968922e-07,-2.330756127430064e-07,6.613515782423849e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0017939926716245289,0.001790410476500628,0.0017975748667484299,0.04828593713638711,0.04818952110788273,0.04838235316489149,0.0415558918787025,0.04147291421908774,0.041638869538317254,0.0005112491602174291,0.0005102283119844379,0.0005122700084504204
1.0,6.6,6.586732942089294,6.48673294208885,6.686732942089738,0.1444684280769103,0.14446210342395516,0.14447475272986543,1.3954565555354608e-07,-3.0769341588506004e-07,5.867847269921523e-07,0.0008752871466480947,0.0008451738805702784,0.000905400412725911,9.90294669520045,9.703472416694225,10.102420973706675,9.881583929141115,9.682201452312436,10.080966405969795,9.90754637870205,9.708052016472395,10.107040740931703,9.934121962378287,9.734509357721485,10.133734567035088,0.04899019362554864,0.04811318074264531,0.04986720650845197,0.04206735279079405,0.04122735442574629,0.04290735115584181,50.080120495252125,49.08012176724791,51.08011922325634,246.49341274090293,241.57141361522946,251.4154118665764,-1.1997556916776178e-13,-6.324556520085602e-07,6.324554120574219e-07,0.0,-6.324555320336758e-07,6.324555320336758e-07,0.04999518939912956,0.049241672626710635,0.05074870617154848,0.042066351101726296,0.04122637349728207,0.04290632870617052,0.0,-6.324555320336758e-07,6.324555320336758e-07,2.5898049577057504e-07,-1.920786778587262e-07,7.100396693998763e-07,0.04203406759270316,0.04119472311915097,0.04287341206625535,8.318215897284668e-06,7.813459903929206e-06,8.82297189064013e-06,8.30026928019793e-06,7.795809204040603e-06,8.804729356355258e-06,8.322080021276993e-06,7.81726012566356e-06,8.826899916890427e-06,8.344405874588323e-06,7.839215462854854e-06,8.849596286321791e-06,0.0016224477388855096,0.0011988261361084583,0.002046069341662561,0.04837274126652412,0.047513133767729025,0.04923234876531921,0.041449199419928806,0.04060835808053838,0.04229004075931923,0.0006171513055055821,0.0004790633966168438,0.0007552392143943204
2.0,6.63,6.611679584029489,6.319273736229945,6.904085431829033,0.2871245581185258,0.2871168118381881,0.28713230439886345,1.3802016417269212e-07,-3.0921785088810324e-07,5.852581792334875e-07,0.00173987279927554,0.0016801526008167482,0.0017995929977343318,9.79128322943853,9.592256679815423,9.990309779061638,9.74882564838925,9.549953101640043,9.947698195138457,9.800424962683632,9.601363997351482,9.999485928015782,9.853242896177495,9.653974385929704,10.052511406425285,0.0490022087700197,0.04809342574683396,0.04991099179320544,0.04206663622012072,0.0412266437205966,0.04290662871964484,50.07947466815662,49.079480021628285,51.07946931468496,246.4934117602162,241.57141263454653,251.41541088588585,6.501946734780233e-13,-7.745960190387549e-07,7.745973194281019e-07,1.352928690425927e-22,-7.745966692414832e-07,7.745966692414834e-07,0.05002901956949295,0.049290519588828664,0.05076751955015723,0.04206698548600498,0.041227012451783555,0.042906958520226406,0.0,-7.745966692414833e-07,7.745966692414833e-07,2.445233944371216e-07,-2.0546121898143327e-07,6.945080078556765e-07,0.04203371473033793,0.041194358960535034,0.042873070500140824,8.22434130881624e-06,7.721106345642971e-06,8.727576271989508e-06,8.188673730948747e-06,7.686009081014865e-06,8.691338380882629e-06,8.2320210622868e-06,7.728662557544608e-06,8.735379567028993e-06,8.276392010393214e-06,7.772314548139164e-06,8.780469472647263e-06,0.0016105761250827394,0.0013249589943007366,0.0018961932558647422,0.04841844366661329,0.04754157584587635,0.04929531148735023,0.041483506681751194,0.04064721729677874,0.04231979606672365,0.0005834787229416504,0.0004656992151102835,0.0007012582307730172
3.0,6.61,6.599615248280593,6.42274152593602,6.7764889706251665,0.4285572481904397,0.42854830332134664,0.4285661930595328,1.3650949807049466e-07,-3.107274990919528e-07,5.837464952329421e-07,0.002597043635054688,0.0025084967831254957,0.00268559048698388,9.680593150081924,9.481941620713963,9.879244679449885,9.617221626544076,9.418758814929737,9.815684438158415,9.694237922509258,9.495542990305758,9.892932854712758,9.773073137786987,9.574108254122349,9.972038021451626,0.0490688415441247,0.04813984197111487,0.049997841117134526,0.04206627239188285,0.04122628938849983,0.042906255395265866,50.079146920180534,49.07915883107778,51.07913500928329,246.49341025196736,241.5714111262938,251.4154093776409,1.2125973913367408e-12,-8.944259783739859e-07,8.944284035687685e-07,2.020274091817775e-20,-8.944271909998955e-07,8.94427190999936e-07,0.050033644643739716,0.04929691274211934,0.05077037654536009,0.0420670603952291,0.041227087650170836,0.04290703314028737,-1.3324439090371552e-20,-8.944271909999291e-07,8.944271909999024e-07,2.514112756944965e-07,-1.9828976817036126e-07,7.011123195593544e-07,0.04203371091027543,0.041194347767746324,0.04287307405280454,8.131352198189252e-06,7.629574031568216e-06,8.633130364810288e-06,8.078115369275564e-06,7.577160959999627e-06,8.579069778551501e-06,8.142814870159973e-06,7.640857676555504e-06,8.644772063764443e-06,8.209042474923544e-06,7.706039418759208e-06,8.71204553108788e-06,0.0015648155565574507,0.0012896381127204223,0.0018399930003944792,0.048468828886685925,0.04757628511951227,0.04936137265385958,0.04146733998013583,0.040631931367654174,0.04230274859261749,0.0005997204168999452,0.00048798613618451867,0.0007114546976153718
4.0,6.67,6.635943405296352,6.4709673193076265,6.800919491285078,0.5699976893107477,0.5699876883151265,0.5700076903063689,1.3498404785922074e-07,-3.122519733308621e-07,5.822200690493036e-07,0.0034542614714096506,0.003333372071794112,0.003575150871025189,9.569804444081244,9.371417561910436,9.768191326252053,9.485517202944164,9.287310630749284,9.683723775139045,9.587952631382072,9.389521717564634,9.78638354519951,9.692807415461257,9.494085987340918,9.891528843581595,0.04892448351380396,0.04798747224906076,0.049861494778547163,0.04206392609185854,0.04122395448312563,0.042903897700591456,50.077032887579456,49.077052650381404,51.07701312477751,246.49340997872892,241.5714108530599,251.41540910439795,6.017398705800696e-12,-9.999939825352149e-07,1.0000060173326263e-06,5.599488938812953e-20,-9.99999999999944e-07,1.0000000000000559e-06,0.05004412032357121,0.04930764998675873,0.050780590660383686,0.04206742789227545,0.041227455310526136,0.04290740047402477,-8.367068500598485e-20,-1.0000000000000836e-06,9.999999999999163e-07,2.3123661044986617e-07,-2.186150831433486e-07,6.81088304043081e-07,0.04203172679721911,0.04119235844781355,0.04287109514662467,8.037904828971234e-06,7.5375091352392276e-06,8.538300522703242e-06,7.96710101358186e-06,7.46775758121473e-06,8.46644444594899e-06,8.053149869486816e-06,7.552524570137192e-06,8.55377516883644e-06,8.141231052623388e-06,7.639258137167975e-06,8.6432039680788e-06,0.0016722395080475505,0.0014055026890337334,0.0019389763270613676,0.04837188067076671,0.0474741587874768,0.04926960255405662,0.04151510004815004,0.04067962293402725,0.04235057716227283,0.0005523279265662663,0.00043735873812934437,0.0006672971150031883
5.0,6.61,6.607243237734172,6.442381946424594,6.772104529043751,0.7094029108153498,0.7093919549828477,0.7094138666478519,1.3349737150161846e-07,-3.137376978116486e-07,5.807324408148856e-07,0.004299144575825368,0.004150110607173125,0.00444817854447761,9.460723495300522,9.262561217648011,9.658885772953033,9.355822339215594,9.157817996134176,9.553826682297013,9.483310226776625,9.285106038444212,9.681514415109039,9.613809171975975,9.415307916304135,9.812310427647814,0.04904362776322629,0.04810122453675254,0.04998603098970003,0.042064051871592824,0.04122409181063887,0.042904011932546775,50.0771459459863,49.07717366452688,51.07711822744572,246.49341144591904,241.57141232024648,251.4154105715916,5.6920525981719745e-12,-1.0954394228375045e-06,1.0954508069427007e-06,9.151082008072965e-20,-1.0954451150102406e-06,1.0954451150104236e-06,0.0500439601336938,0.0493075112553722,0.050780409012015394,0.04206744720199924,0.041227474776932074,0.0429074196270664,-1.0927289991822124e-19,-1.0954451150104414e-06,1.0954451150102228e-06,2.4703401802787413e-07,-2.023869621324041e-07,6.964549981881523e-07,0.04203220714205732,0.04119283393498772,0.04287158034912692,7.946361220585564e-06,7.447304201469811e-06,8.445418239701316e-06,7.858239449000885e-06,7.360448154992422e-06,8.356030743009349e-06,7.96533498312521e-06,7.466000751731823e-06,8.464669214518598e-06,8.07496008053571e-06,7.573991848777614e-06,8.575928312293806e-06,0.001590079933480748,0.001308276527432222,0.0018718833395292742,0.048453880104919064,0.04754990727557902,0.04935785293425911,0.04147798812794017,0.040643016986425695,0.04231295926945465,0.0005894592475990055,0.00048402462489381367,0.0006948938703041973
6.0,6.7,6.659656385038398,6.498282523613747,6.821030246463049,0.8489388536640596,0.8489270195678944,0.8489506877602249,1.3198709432919282e-07,-3.1524707557167243e-07,5.79221264230058e-07,0.005144819961433047,0.004961424698748934,0.0053282152241171605,9.351391496986128,9.153287061978288,9.549495931993969,9.225855366970238,9.027820098644085,9.423890635296392,9.378421162743905,9.180289785452267,9.576552540035543,9.534590400936546,9.33621962385413,9.73296117801896,0.048822302063578994,0.04788001900793465,0.04976458511922334,0.042061051046798824,0.041221102760825655,0.04290099933277199,50.07444209356988,49.074477922848416,51.07440626429134,246.4934123268848,241.5714132012134,251.41541145255619,1.5154813347496062e-11,-1.1832008016112992e-06,1.183231111237994e-06,-9.182167576116844e-21,-1.1832159566199324e-06,1.1832159566199142e-06,0.05004620566762802,0.049309764250988215,0.05078264708426782,0.04206774137624565,0.04122776894639255,0.04290771380609875,-2.1056701440822616e-19,-1.1832159566201338e-06,1.1832159566197128e-06,2.1894932717796875e-07,-2.3080134666936084e-07,6.687000010252983e-07,0.04202956377769127,0.041190186248099246,0.0428689413072833,7.854030280189688e-06,7.35621579957842e-06,8.351844760800957e-06,7.748582064512175e-06,7.252214656564611e-06,8.24494947245974e-06,7.8767347281634e-06,7.3786017212159415e-06,8.374867735110857e-06,8.00791429983468e-06,7.507892972523487e-06,8.507935627145872e-06,0.0017475824664546877,0.001477153083883206,0.0020180118490261694,0.048298623370808244,0.04739649565186638,0.04920075108975011,0.04154432670399428,0.040708948315369364,0.042379705092619194,0.0005234144361299239,0.00041060915741881094,0.0006362197148410368
7.0,6.61,6.616087191110453,6.4517199097373235,6.780454472483583,0.9898305557333759,0.989817903794243,0.9898432076725088,1.3048717731386076e-07,-3.167461414761774e-07,5.77720496103899e-07,0.005998712074991621,0.005769548929954409,0.006227875220028834,9.241174726215451,9.042808413805101,9.439541038625801,9.094805210526301,8.896290121363363,9.29332029968924,9.27269006297264,9.074336782437966,9.471043343507313,9.454776432840056,9.256366117607252,9.65318674807286,0.04900585453354051,0.04806009937716496,0.04995160968991606,0.04206173991577386,0.04122180253273653,0.04290167729881119,50.07506263018655,49.075105975067814,51.07501928530529,246.4934108609925,241.5714117353178,251.41540998666719,1.257923513201348e-11,-1.2648984845471746e-06,1.2649236430174388e-06,9.260492525780357e-20,-1.2649110640672591e-06,1.2649110640674442e-06,0.05004636880235065,0.04930992795456168,0.05078280965013962,0.042067918926302225,0.04122794710967917,0.04290789074292528,-4.399311688323757e-19,-1.264911064067792e-06,1.2649110640669119e-06,2.420543037746244e-07,-2.0713126028823255e-07,6.912398678374813e-07,0.04203061012301956,0.04119122758951488,0.04286999265652425,7.761635543097159e-06,7.2649417173053005e-06,8.258329368889018e-06,7.638683196421134e-06,7.143569245385859e-06,8.133797147456408e-06,7.788108889294365e-06,7.291064635032733e-06,8.285153143555997e-06,7.941063994262083e-06,7.44192427252468e-06,8.440203715999485e-06,0.0016185766440095608,0.001326315086440542,0.0019108382015785796,0.04842779208578001,0.04751981039783146,0.04933577377372857,0.041490140802020396,0.0406553423623091,0.04232493924173169,0.000577778143012932,0.0004779735737126814,0.0006775827123131828
8.0,6.65,6.626627445293226,6.467112823926251,6.786142066660202,1.1343687830299223,1.134355361424295,1.1343822046355496,1.2893421791955345e-07,-3.1829838888659835e-07,5.761668247257052e-07,0.0068747044063451135,0.006554760334671983,0.0071946484780182444,9.128003644707944,8.928073992923748,9.327933296492139,8.960259881063134,8.759434628993425,9.161085133132843,9.164120996436576,8.96434683855897,9.363895154314182,9.372797216848546,9.173660262903757,9.571934170793336,0.048957833992764,0.048014334083713646,0.04990133390181436,0.04206035301775788,0.04122042662566066,0.0429002794098551,50.07381316380641,49.07386408441508,51.07376224319775,246.4934093904773,241.57141026480357,251.41540851615102,1.8600116471284824e-11,-1.3416221859835693e-06,1.3416593862165116e-06,2.086296912020346e-19,-1.341640786499665e-06,1.3416407865000823e-06,0.05004682320081969,0.049310383578261945,0.05078326282337744,0.04206810546337815,0.04122813372846967,0.04290807719828663,-3.9405990996615243e-19,-1.341640786500268e-06,1.3416407864994798e-06,2.3625040120367234e-07,-2.1341003744571565e-07,6.859108398530603e-07,0.04202959253301103,0.04119020522917838,0.04286897983684368,7.666393458552054e-06,7.170410483104084e-06,8.162376434000025e-06,7.525491482883735e-06,7.031055160925345e-06,8.019927804842126e-06,7.696731510564811e-06,7.200398153268779e-06,8.193064867860843e-06,7.872016106042097e-06,7.373538650103969e-06,8.370493561980224e-06,0.001653355570385859,0.0013787411721933693,0.0019279699685783487,0.04839346770465314,0.047490007317545095,0.04929692809176118,0.04150401839933042,0.04066864551279241,0.04233939128586843,0.0005640869416239393,0.0004532435082628187,0.00067493037498506
9.0,6.6,6.5985423393290485,6.434260114115904,6.762824564542193,1.2745073853295192,1.2744932368262152,1.2745215338328233,1.2743781458796966e-07,-3.197940082415415e-07,5.746696374174808e-07,0.007724032180533015,0.0073604511498279665,0.008087613211238064,9.018353275355341,8.817697648279726,9.219008902430957,8.829887218809388,8.627939011754584,9.031835425864191,9.058932402206924,8.858507440560706,9.259357363853143,9.293387509932014,9.093960200517678,9.49281481934635,0.049088332668285765,0.048144288958423515,0.050032376378148016,0.04206056200821098,0.04122064585420083,0.04290047816222114,50.07400170056461,49.07405968337707,51.073943717752144,246.4934098356272,241.5714107099529,251.41540896130152,1.756378407617004e-11,-1.4141959980584453e-06,1.4142311256265978e-06,1.1453943678708059e-19,-1.4142135623729804e-06,1.4142135623732095e-06,0.05004682183586542,0.049310382077938905,0.05078326159379193,0.042068109355188635,0.04122813750457122,0.042908081205806047,-4.528239962678797e-19,-1.414213562373548e-06,1.4142135623726424e-06,2.52033146077972e-07,-1.9747420193214809e-07,7.015404940880922e-07,0.04203015765981735,0.0411907648323109,0.042869550487323806,7.574385151241866e-06,7.079337668290113e-06,8.069432634193619e-06,7.416073625145984e-06,6.922632602808353e-06,7.909514647483616e-06,7.608471573296016e-06,7.113055860598954e-06,8.103887285993078e-06,7.805414072088784e-06,7.307717170071481e-06,8.303110974106086e-06,0.0015600065090681848,0.0012809581899529891,0.0018390548281833805,0.048486815373224565,0.04758210086335257,0.04939152988309656,0.04146688470223011,0.0406317450645272,0.04230202433993302,0.0006012244756628049,0.0004938065722049558,0.0007086423791206539
