time_min,pH_meas,pH_pred,pH_pred_minus_2σ,pH_pred_plus_2σ,RNA,RNA_minus_2σ,RNA_plus_2σ,PPi,PPi_minus_2σ,PPi_plus_2σ,Pi,Pi_minus_2σ,Pi_plus_2σ,ATP_tot,ATP_tot_minus_2σ,ATP_tot_plus_2σ,CTP_tot,CTP_tot_minus_2σ,CTP_tot_plus_2σ,GTP_tot,GTP_tot_minus_2σ,GTP_tot_plus_2σ,UTP_tot,UTP_tot_minus_2σ,UTP_tot_plus_2σ,H_tot,H_tot_minus_2σ,H_tot_plus_2σ,Mg_tot,Mg_tot_minus_2σ,Mg_tot_plus_2σ,DNA_tot,DNA_tot_minus_2σ,DNA_tot_plus_2σ,T7_tot,T7_tot_minus_2σ,T7_tot_plus_2σ,PPi_solid,PPi_solid_minus_2σ,PPi_solid_plus_2σ,dsRNA,dsRNA_minus_2σ,dsRNA_plus_2σ,HEPES_tot,HEPES_tot_minus_2σ,HEPES_tot_plus_2σ,Acetate_tot,Acetate_tot_minus_2σ,Acetate_tot_plus_2σ,Spd_tot,Spd_tot_minus_2σ,Spd_tot_plus_2σ,H_free,H_free_minus_2σ,H_free_plus_2σ,Mg_free,Mg_free_minus_2σ,Mg_free_plus_2σ,MgATP,MgATP_minus_2σ,MgATP_plus_2σ,MgCTP,MgCTP_minus_2σ,MgCTP_plus_2σ,MgGTP,MgGTP_minus_2σ,MgGTP_plus_2σ,MgUTP,MgUTP_minus_2σ,MgUTP_plus_2σ,HEP_base,HEP_base_minus_2σ,HEP_base_plus_2σ,H_HEP_acid,H_HEP_acid_minus_2σ,H_HEP_acid_plus_2σ,Acetate_base,Acetate_base_minus_2σ,Acetate_base_plus_2σ,Acetic_acid,Acetic_acid_minus_2σ,Acetic_acid_plus_2σ
0.0,6.63,6.66930836041511,6.66930836041511,6.66930836041511,0.0,-4.472135954999579e-06,4.472135954999579e-06,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,10.01593827789363,9.815938313420752,10.215938242366509,10.01593827789363,9.815938313420752,10.215938242366509,10.01593827789363,9.815938313420752,10.215938242366509,10.01593827789363,9.815938313420752,10.215938242366509,0.04125695612531591,0.040433130186065,0.042080782064566814,0.04206694076744392,0.04122694091665783,0.042906940618230006,50.07969138977568,49.079691567411295,51.07969121214007,246.49224101934485,241.57024189366732,251.41424014502238,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.05007969138955426,0.04907969156718987,0.051079691211918646,0.04206694076744392,0.04122694091665783,0.042906940618230006,0.0,-4.472135954999579e-07,4.472135954999579e-07,2.1413696329017732e-07,-2.330766322025183e-07,6.613505587828729e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.0,-4.472135954999579e-07,4.472135954999579e-07,0.009334242976709732,0.009315604528854292,0.009352881424565172,0.04074544841305747,0.040664088637284636,0.0408268081888303,0.04155569404108055,0.041472716381465796,0.04163867170069531,0.0005112467262829458,0.0005102258780499546,0.0005122675745159371
1.0,6.59,6.643733713998673,6.543733713998229,6.7437337139991165,0.09142594636564763,0.09141962177107964,0.09143227096021563,8.849067214530704e-08,-3.5873324464325614e-07,5.357145889338702e-07,0.0005539196677631335,0.0005348084643918855,0.0005730308711343814,9.944416211140577,9.744757282317268,10.144075139963887,9.930896999773687,9.731299547572494,10.13049445197488,9.947327090621776,9.747654797684978,10.146999383558574,9.96414533440844,9.764394942401944,10.163895726414937,0.04152470969022644,0.04065739501503369,0.04239202436541919,0.04206738793537228,0.04122738825618978,0.04290738761455477,50.08009455052231,49.080094926387616,51.080094174657006,246.49224257553257,241.57024344986007,251.41424170120507,-2.53603097057747e-13,-6.324557856366489e-07,6.324552784304548e-07,0.0,-6.324555320336758e-07,6.324555320336758e-07,0.04984136141460626,0.0489132408822432,0.05076948194696932,0.04206441130494029,0.0412244206262145,0.04290440198366608,0.0,-6.324555320336758e-07,6.324555320336758e-07,2.2712570376034145e-07,-2.2086631486540894e-07,6.751177223860918e-07,0.042033968259413364,0.04119462868853266,0.04287330783029407,8.3530342142883e-06,7.847701432423956e-06,8.858366996152644e-06,8.341676883377984e-06,7.836533529753073e-06,8.846820237002895e-06,8.355479595215367e-06,7.850105952110874e-06,8.86085323831986e-06,8.369608473756463e-06,7.863998221805326e-06,8.8752187257076e-06,0.008859583041553005,0.007819699417987588,0.009899466665118421,0.04098177835260849,0.04015090194463103,0.041812654760585946,0.04152175147735679,0.0406892517521339,0.04235425120257968,0.0005426600726978996,0.0004793501311269948,0.0006059700142688044
2.0,6.59,6.626192109811175,6.508289897688817,6.744094321933533,0.18231142286028973,0.18230367676693457,0.1823191689536449,8.788160130100392e-08,-3.5934204421267196e-07,5.351052468146798e-07,0.0011047419562744,0.0010667726057655173,0.0011427113067832826,9.873321295663354,9.673971876097003,10.072670715229705,9.846362761654428,9.647124329550127,10.045601193758728,9.879125803770036,9.679751981716947,10.078499625823124,9.912662849540792,9.71314453103055,10.112181168051034,0.04172921858821235,0.040822119232798326,0.04263631794362638,0.04206792601223939,0.0412279271423648,0.04290792488211398,50.0805794673383,49.08058047631794,51.080578458358666,246.49224328259376,241.57024415692402,251.4142424082635,-7.364738127593866e-13,-7.745974057143846e-07,7.74595932766759e-07,1.4420372288261227e-20,-7.745966692414689e-07,7.745966692414977e-07,0.049718748080055365,0.04883531139223463,0.0506021847678761,0.04206302312809393,0.041223038506956085,0.042903007749231774,1.4453143061343332e-20,-7.745966692414688e-07,7.745966692414978e-07,2.3648733662689937e-07,-2.1154652927644418e-07,6.84521202530243e-07,0.04203473726465892,0.041195387392073256,0.04287408713724459,8.29346010574518e-06,7.789110368271854e-06,8.797809843218507e-06,8.270812228841285e-06,7.766832665263565e-06,8.774791792419005e-06,8.298336555154757e-06,7.793906815389998e-06,8.802766294919515e-06,8.326510935826625e-06,7.821616885251892e-06,8.831404986401357e-06,0.00855450706353736,0.007605798631640726,0.009503215495433995,0.04116424113211872,0.04029491607367193,0.042033566190565516,0.04149832436125926,0.04066638065978042,0.042330268062738104,0.0005646987812974593,0.0004997492189393945,0.0006296483436555242
3.0,6.59,6.613916514917114,6.497406038653368,6.73042699118086,0.2726817119716377,0.2726727674555581,0.27269065648771734,8.727554638439819e-08,-3.5994783408304017e-07,5.344989268518365e-07,0.0016524418882522373,0.0015958053170832566,0.001709078459421218,9.802627069161822,9.603556409336086,10.001697728987558,9.762305414687852,9.563383580508269,9.961227248867434,9.811308796392069,9.612204964039025,10.010412628745113,9.861469838984691,9.66216652296505,10.060773155004332,0.041890100744270825,0.04094768591872374,0.04283251556981791,0.04206840827143716,0.041228410973163696,0.04290840556971062,50.08101371741401,49.0810158793531,51.081011555474916,246.4922417607215,241.57024263504866,251.41424088639434,-1.3408619326536578e-12,-8.94428531858564e-07,8.944258501346987e-07,-4.6740927909725717e-20,-8.944271909999625e-07,8.944271909998692e-07,0.04965614708150068,0.04880023939348645,0.05051205476951491,0.04206227158967183,0.041222290957503675,0.042902252221839986,-5.746140737710465e-20,-8.944271909999733e-07,8.944271909998584e-07,2.432671600258081e-07,-2.0478884023742868e-07,6.913231602890449e-07,0.042035448487328916,0.041196089185104624,0.04287480778955321,8.234209401819758e-06,7.730816429674443e-06,8.737602373965073e-06,8.200334692638189e-06,7.697484176237939e-06,8.703185209038438e-06,8.241503097930513e-06,7.737992657668863e-06,8.745013538192162e-06,8.28364401735386e-06,7.779450224748553e-06,8.787837809959168e-06,0.008346981486705754,0.007462256621147765,0.009231706352263742,0.041309165730203865,0.04040583952016935,0.04221249194023838,0.04148162094794556,0.040650113649406724,0.042313128246484394,0.0005806506449299934,0.0005148450793164454,0.0006464562105435413
4.0,6.59,6.604947426241776,6.489481731372338,6.720413121111214,0.3629396863107165,0.36292968591853936,0.3629496867028936,8.666953800002921e-08,-3.6055358373076297e-07,5.338926597308213e-07,0.002199461112332906,0.0021235726434528333,0.002275349581212979,9.732015628868137,9.533188841350238,9.930842416386035,9.678347461720564,9.479693932563407,9.877000990877722,9.743571069060806,9.544704942484572,9.94243719563704,9.810335339441336,9.611227799452854,10.009442879429818,0.04201895931867778,0.041045953752028734,0.042991964885326826,0.042068777553900094,0.04122878259937278,0.04290877250842741,50.081346029426236,49.081349870905555,51.081342187946916,246.49224017130126,241.5702410456266,251.41423929697592,-1.943598075335286e-12,-1.0000019435896219e-06,9.999980563934713e-07,-1.0161565647839268e-19,-1.0000000000001016e-06,9.999999999998983e-07,0.049625403791703306,0.04878642904383292,0.05046437853957369,0.04206188226389923,0.04122190425462203,0.04290186027317643,3.007742388759412e-20,-9.999999999999699e-07,1.00000000000003e-06,2.4834337205394495e-07,-1.997272529011946e-07,6.964139970090845e-07,0.04203604710415324,0.041196679252270746,0.04287541495603574,8.175004438475021e-06,7.672541179014573e-06,8.67746769793547e-06,8.129916501818392e-06,7.6281590462657566e-06,8.631673957371027e-06,8.184712407931522e-06,7.682095978126612e-06,8.687328837736433e-06,8.240802808795918e-06,7.737293074988407e-06,8.744312542603429e-06,0.008199323064595624,0.007359910492122082,0.009038735637069166,0.041426080909564685,0.04049345552584128,0.04235870629328809,0.04146929261822154,0.04063812085156716,0.042300464384875926,0.0005925896326792827,0.0005262210343722562,0.0006589582309863091
5.0,6.59,6.598173211891508,6.483433216601946,6.71291320718107,0.4540084132010675,0.4539974581206254,0.45401936828150957,8.605728924876807e-08,-3.6116558107085484e-07,5.332801595683909e-07,0.0027513940144211347,0.0026507884676794423,0.002851999561162827,9.660763926794642,9.46210295219035,9.859424901398935,9.593629258779183,9.395134640556703,9.792123877001663,9.67521882703033,9.476518397086304,9.873919256974355,9.75873552297013,9.559781928411414,9.957689117528844,0.04212346998898153,0.04112447479884445,0.043122465179118614,0.0420690160376047,0.04122902414684657,0.04290900792836282,50.08156106884394,49.081567080998575,51.081555056689304,246.49223945689383,241.57024033121826,251.4142385825694,-2.428856117277444e-12,-1.0954475438486456e-06,1.095442686136411e-06,-8.24344625443248e-20,-1.0954451150104145e-06,1.0954451150102497e-06,0.049611796369329074,0.04878324290524611,0.050440349833412036,0.04206170108375566,0.04122172479115281,0.04290167737635851,2.218329271003016e-19,-1.0954451150101104e-06,1.0954451150105542e-06,2.522474520403265e-07,-1.9583546880561612e-07,7.003303728862692e-07,0.04203651726315236,0.04119714166878341,0.04287589285752132,8.11523526468078e-06,7.613664154355938e-06,8.616806375005621e-06,8.058833327775294e-06,7.5581176094807415e-06,8.559549046069848e-06,8.127379250674024e-06,7.6256219501317175e-06,8.62913655121633e-06,8.19754435733372e-06,7.694697385815184e-06,8.700391328852255e-06,0.008090387708262125,0.007283415970286956,0.008897359446237294,0.04152140828399836,0.04056402079700666,0.04247879577099006,0.041459931760324066,0.04062901555370756,0.04229084796694057,0.0006017693389236677,0.0005349307246873063,0.0006686079531600291
6.0,6.59,6.592864708863965,6.478608854233061,6.70712056349487,0.5485013118031947,0.5484894782071688,0.5485131453992207,8.542119743684022e-08,-3.61801440305763e-07,5.326438351794435e-07,0.003324079537411428,0.0031661228579693158,0.0034820362168535403,9.586826748630374,9.387890273578032,9.785763223682716,9.505719211850247,9.306760493344147,9.704677930356347,9.60429003954751,9.405349005695221,9.8032310733998,9.705189137802185,9.506157272679477,9.904221002924892,0.04221006547401436,0.0411893067011425,0.04323082424688622,0.04206912329857415,0.04122913510571047,0.042909111491437835,50.081657493788065,49.081666109018435,51.081648878557694,246.49223862350578,241.57023949783294,251.41423774917862,-2.691752682858599e-12,-1.1832186483398265e-06,1.1832132648344606e-06,1.3043809228963527e-19,-1.1832159566197929e-06,1.1832159566200538e-06,0.04960743860074937,0.04878530401917098,0.05042957318232776,0.042061640238973054,0.04122166505856254,0.04290161541938357,3.108701850241657e-19,-1.1832159566196125e-06,1.1832159566202342e-06,2.553496642395003e-07,-1.9274552325157412e-07,7.034448517305747e-07,0.04203686447075074,0.041197481809303715,0.04287624713219776,8.053185450092043e-06,7.552369833960908e-06,8.554001066223176e-06,7.985044032855416e-06,7.485177434013662e-06,8.484910631697172e-06,8.067857056644429e-06,7.566833014387906e-06,8.568881098900951e-06,8.152626247219119e-06,7.650369747707611e-06,8.654882746730626e-06,0.008006729893583583,0.007223247945743235,0.00879021184142393,0.041600708772612065,0.04062270133373304,0.04257871621149109,0.04145257835991962,0.0406218549963438,0.04228330172349544,0.0006090620536293307,0.0005417602200399501,0.0006763638872187114
7.0,6.59,6.58863247592718,6.474686419346783,6.702578532507577,0.6463616170151714,0.646348964690901,0.6463742693394418,8.476167581756956e-08,-3.6246075682147534e-07,5.319841084566144e-07,0.0039171736458956385,0.00367290007117773,0.004161447220613547,9.510248731081171,9.310204099004453,9.71029336315789,9.414670426452778,9.214074528431988,9.615266324473568,9.530827742225968,9.330879347621046,9.73077613683089,9.649728774851994,9.450180068806132,9.849277480897856,0.042282019298542424,0.0412432267859202,0.04332081181116465,0.04206910720356059,0.04122912324071473,0.042909091166406454,50.08164266447425,49.08165424564072,51.081631083307784,246.49223889393912,241.5702397682675,251.41423801961074,-2.644929961075341e-12,-1.2649137089425282e-06,1.264908419082606e-06,2.473340354890605e-19,-1.2649110640671043e-06,1.264911064067599e-06,0.04960792166964967,0.04878974384129832,0.05042609949800102,0.042061647349985694,0.04122167287813111,0.04290162182184028,2.569996266352312e-19,-1.2649110640670948e-06,1.264911064067609e-06,2.5785023056005023e-07,-1.9025732968592348e-07,7.059577908060239e-07,0.04203709738527049,0.04119770809989699,0.04287648667064399,7.988894682061591e-06,7.488597411934098e-06,8.489191952189084e-06,7.90859558270605e-06,7.409240502071715e-06,8.407950663340386e-06,8.006183908396427e-06,7.505675265129858e-06,8.506692551662996e-06,8.106077485451495e-06,7.60428893064485e-06,8.607866040258139e-06,0.007941138193433638,0.0071748194442273995,0.008707456942639875,0.041666783168977255,0.04067177058622037,0.04266179575173414,0.04144670792518199,0.04061613195381717,0.042277283896546815,0.0006149394723673123,0.0005471755882934194,0.0006827033564412051
8.0,6.59,6.585514359448382,6.471759561635581,6.699269157261183,0.7389448264977919,0.7389314063753541,0.7389582466202297,8.413706734423576e-08,-3.630851268833154e-07,5.31359261571787e-07,0.004478285266497265,0.0042078136646139614,0.004748756868380568,9.437795455888628,9.23752846695514,9.638062444822115,9.328526648425386,9.127546024112544,9.529507272738229,9.461322117595872,9.261181415269892,9.661462819921852,9.597254370749729,9.397652575460915,9.796856166038543,0.04233669641318275,0.041283255256958196,0.04339013756940731,0.04206898968944417,0.041229010384115986,0.042908968994772353,50.08153658833565,49.08155142700853,51.08152174966278,246.49223760172984,241.57023847605797,251.41423672740171,-2.2517543551854632e-12,-1.3416430381691112e-06,1.3416385346604007e-06,2.8451455759129893e-19,-1.341640786499589e-06,1.3416407865001583e-06,0.04961054171001086,0.04879480446607745,0.05042627895394426,0.04206168769827494,0.041221713664501836,0.04290166173204804,2.9269579242358305e-19,-1.3416407864995812e-06,1.3416407865001665e-06,2.5970818704523614e-07,-1.884086274779184e-07,7.078250015683906e-07,0.042037215801221446,0.04119782023308699,0.0428766113693559,7.928046604593832e-06,7.428518288057652e-06,8.427574921130013e-06,7.836245314309738e-06,7.33775505262782e-06,8.334735575991656e-06,7.947812363343014e-06,7.448049937093211e-06,8.447574789592816e-06,8.06201458994484e-06,7.560826434228594e-06,8.563202745661084e-06,0.007893449524846807,0.007139847441784529,0.008647051607909085,0.04171709230161071,0.04070825034658504,0.042725934256636386,0.04144238159623798,0.04061192728753597,0.04227283590493999,0.0006193058647815398,0.0005511962081449777,0.0006874155214181019
9.0,6.59,6.5829962312628,6.469378512149772,6.696613950375827,0.8337497226195218,0.833735575710715,0.8337638695283287,8.349692779848655e-08,-3.637250600356991e-07,5.307189156326723e-07,0.005052861694296192,0.004738077393450764,0.00536764599514162,9.363599445377872,9.162591046184954,9.56460784457079,9.24031161750743,9.038217647625913,9.442405587388947,9.390144580309828,9.189333252300314,9.590955908319343,9.5435167197339,9.343587148224833,9.743446291242966,0.04238187771134276,0.04131650689761194,0.04344724852507358,0.04206878468504579,0.04122881036179504,0.042908759008296535,50.0813518404289,49.08137015797382,51.08133352288398,246.49223824993933,241.57023912426823,251.41423737561044,-1.4680243908193859e-12,-1.414215030272584e-06,1.4142120942238024e-06,3.9633588231884384e-19,-1.4142135623726985e-06,1.4142135623734914e-06,0.049614012792254344,0.04879977820359335,0.050428247380915336,0.04206174342326968,0.04122176964217029,0.042901717204369076,1.253980976300441e-19,-1.4142135623729698e-06,1.4142135623732205e-06,2.612184022410875e-07,-1.8690754226066105e-07,7.093443467428361e-07,0.042037251650553976,0.041197850471772844,0.04287665282933511,7.865718994460542e-06,7.3667719935790375e-06,8.364665995342047e-06,7.762139839588884e-06,7.264255453760712e-06,8.260024225417056e-06,7.888020678485725e-06,7.3888306832297025e-06,8.387210673741747e-06,8.016874864337893e-06,7.51618295595985e-06,8.517566772715937e-06,0.007855289498919152,0.007111112101793871,0.008599466896044433,0.04175872320889543,0.040738677550034526,0.04277876886775634,0.041438888412113,0.04060852104647824,0.042269255777747754,0.0006228548265480226,0.0005544085443205752,0.0006913011087754699
